flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
0,54,6,64,16.59680869,16.59680869,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82976840.26,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
1.954216629,108,6,64,1.023428004,1.023428004,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,243,54,54,54,0,54,6.37E-05,4.5,10.39230485,0,0,0,25.5,DDoS-SynonymousIP_Flood
0,54,6,64,22.36787167,22.36787167,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83090049.46,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
0,53.46,5.94,69.09,2.799608857,2.799608857,0,0,0,0,1,1,0,0,0,0,0.03,0.96,0.99,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.66,54,54.66,54.04612628,0.167098594,54.06,83314429.02,9.5,10.39674949,0.236767225,0.257305459,0.11,141.55,DDoS-PSHACK_Flood
0,54,6,64,31.67388981,31.67388981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83067438.51,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
2.838024209,120.82,6,65.91,0.752356662,0.752356662,0,0,1,0,0,0,0,0,0,2.01,0,0.05,0.13,0,0,0,0,0,0,0,1,0,0,0,0,1,1,578.05,54,65.05,54.85415014,2.91547039,54.85,83361822.73,9.5,10.47216445,4.129531223,66.67792238,0.13,141.55,DDoS-SynonymousIP_Flood
4.007364855,108,6,64,0.499081088,0.499081088,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82977523.2,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
0,54,6,64,17.28234436,17.28234436,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83349215.58,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,43.30039927,43.30039927,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83345086.5,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,128.1231653,128.1231653,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83089923.04,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
0,54,6,64,25.37711385,25.37711385,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83348616.81,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,3.122167345,3.122167345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83072296.76,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0,54,6,64,16.77221788,16.77221788,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83314074.1,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
41.09502933,1252192.2,6,181.2,56.52264688,56.52264688,0,0,0,0,0,1,0,0,0,1.6,0,187.8,1400.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,16022,54,5612,1068.87394,1724.893506,629.6,166522698.9,13.5,46.14882934,2443.740336,2996889.634,1,244.6,BenignTraffic
0,54,6,64,2.249791042,2.249791042,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83331131.95,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0.463962898,251.04,6,64,5.435344684,5.435344684,0,0,1,0,0,0,0,0,0,1.9,0.46,0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1,752.44,58.92,80.16,73.03976279,9.486406191,67.76,83089438.1,9.5,11.81069495,13.41200285,474.2763522,0.5,141.55,DDoS-SYN_Flood
0,54,6,64,51.76938743,51.76938743,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83331868.46,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
83.67009437,93050.9,8.2,98.8,7.286181199,7.286181199,0,0,0,0,0,1,0,0,0,0,0,335.7,685.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1685.8,54,223.4,108.1693436,54.22376639,121.2,166524297.1,13.5,14.66712377,76.12132939,2905.047404,1,244.6,BenignTraffic
0.031143842,64.19,6.16,63.78,1094.098942,1094.098942,0,0,1,0,0,0,0,0,0,0.96,0,0.04,0.07,0,0,0,0,0,0,0,1,0,0,0,0,1,1,617.58,54,80.36,59.2550297,8.900252023,57.01,82985474.79,9.5,10.83860744,12.59964109,453.6919652,0.19,141.55,DoS-SYN_Flood
0.077853913,31082,17,64,8515.428238,8515.428238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83495201.74,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,0,1,64,7.196313374,7.196313374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83150683.22,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0.087288573,18.36,46.29,65.49,2.882688476,2.882688476,0,0,0,0,0,0,0,0,0,0.06,0,0.04,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6156.82,532.82,592,588.4883873,13.94181072,581.24,83681062.75,9.5,34.30495842,19.79813781,1788.462889,0.11,141.55,Mirai-greeth_flood
0.375306869,62.64,6,64,0.854603691,0.854603691,0,0,0,0,1,1,0,0,0,0,0.16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83330837.09,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,54,6,64,20.2527825,20.2527825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83075894.7,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0,0,47,64,2.774443018,2.774443018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6216,592,592,592,0,592,83681505.06,9.5,34.40930107,0,0,0,141.55,Mirai-greeth_flood
5.172342346,111.52,6.11,65.91,0.386675853,0.386675853,0,0,1,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,589.88,54,76.88,55.76859323,6.036738689,55.76,82985905.19,9.5,10.55270351,8.550558768,285.870633,0.13,141.55,DoS-SYN_Flood
0.089306145,26478.5,17,64,6526.571816,6526.571816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83106425.52,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,0,1,64,182.3491511,182.3491511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83129075.08,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,0,1,64,145.9015219,145.9015219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83128893.36,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,54,6,64,1.810402629,1.810402629,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82972895.88,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
1.23E-06,55.18,6.22,64.64,9593.120663,9593.120663,0,0,1,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,576.28,54.32,60.24,55.40691504,1.893137408,54.48,83089908.13,9.5,10.52144001,2.679815767,19.54292797,0.19,141.55,DDoS-SYN_Flood
0,0,1,64,1.480227131,1.480227131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83150043.96,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,54,6,64,28.39134161,28.39134161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83033546.53,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
4.626594131,109.82,6,64,0.436072439,0.436072439,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.12,54,54.12,54.006,0.026153394,54.12,82951077.05,9.5,10.39230485,0,0,0,141.55,DoS-TCP_Flood
0,54,6,64,26.47284111,26.47284111,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83089235.37,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
0,162,17,64,18.18105527,18.18105527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701,162,162,162,0,162,83011192.47,9.5,18,0,0,0,141.55,DoS-UDP_Flood
0.735671091,112,6,64,2.718606728,2.718606728,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,997,54,214,64.70034245,39.75962512,54,166421266.6,13.5,11.37777428,56.34970146,1599.327709,1,244.6,Recon-PortScan
10.85363894,27055.6,8.2,109.9,242.9833752,242.9833752,0,0,0,0,0,1,0,0,0,1.1,0,89.1,184.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2438.4,92.1,1863.8,464.4454365,643.7245924,325.1,0.00483439,5.5,29.8939064,910.3640489,507463.4726,0.9,38.5,BenignTraffic
0.008681951,5507,17,64,19226.71634,19226.71634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83106334.48,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,0,1,64,29.45024575,29.45024575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83132730.65,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,0,1,64,243.670714,243.670714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83150276.9,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,42,17,64,1.975714696,1.975714696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,441,42,42,42,0,42,83003535.03,9.5,9.16515139,0,0,0,141.55,DoS-UDP_Flood
0.08124738,31265,17,64,9271.305266,9271.305266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83107459.18,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,54,6,64,2.03188432,2.03188432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83075910.05,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0.230975051,117.85,6,64,2.463253099,2.463253099,0,0,1,0,0,0,0,0,0,0.99,0,0.32,0.51,0,0,0,0,0,0,0,1,0,0,0,0,1,1,575.3,54,62.3,54.55508026,2.062530553,54.83,82985548.3,9.5,10.44456944,2.923140763,43.03815854,0.1,141.55,DoS-SYN_Flood
0.000691769,1.08,1.05,64,20.96269231,20.96269231,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,1,1,1,442.32,42,43.32,42.09225257,0.334197188,42.12,83127970.73,9.5,9.175199005,0.473534449,1.029221836,0.11,141.55,DDoS-ICMP_Flood
3.130363624,4518302.12,17,64,2595.190638,2595.190638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5817,554,554,554,0,554,83789042.2,9.5,33.28663395,0,0,0,141.55,Mirai-udpplain
0,54,6,64,2.585420248,2.585420248,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83345111.24,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,0,1,64,10.89531084,10.89531084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83128172.77,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0.034581394,10436.98,16.89,63.86,15656.45596,15656.45596,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,529.56,50,54.56,50.62345752,1.429676997,50.24,83015920.37,9.5,10.06081518,2.023685105,11.54268236,0.19,141.55,DoS-UDP_Flood
0,0,1,64,31.5186626,31.5186626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83124704.99,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
4.45185941,106.92,5.94,63.36,0.444756939,0.444756939,0,0,1,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.84,54,54.84,54.06886438,0.226793536,54.06,83361352.7,9.5,10.39892976,0.321188621,0.376317647,0.14,141.55,DDoS-SynonymousIP_Flood
0,54,6,64,1.547834881,1.547834881,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83093166.44,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
0,54,6,64,19.88368367,19.88368367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82947336.34,9.5,10.39230485,0,0,0,141.55,DoS-TCP_Flood
0,53.46,5.94,63.36,49.72765589,49.72765589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.6,54,54.6,54.04012628,0.149098594,54.06,83033827.1,9.5,10.39617374,0.21131138,0.224905459,0.1,141.55,DDoS-TCP_Flood
0,54,6,64,0.7167029,0.7167029,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83331050.98,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0.051818302,19155,17,64,7405.701925,7405.701925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83097817.11,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,54,6,64,0.494417208,0.494417208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83064122.09,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0,0,1,64,3.393906341,3.393906341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83128642.25,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,54,6,64,35.2144703,35.2144703,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82977384.68,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
2.983907387,150.7,6,63.8,0.705597034,0.705597034,0,0,0,0,0,0,0,0,0.02,0.01,0.03,0.05,0.15,0,0,0,0,0,0,0,1,0,0,0,0,1,1,700.32,54,187.32,63.31750941,33.75391603,66.12,82947237.14,9.5,11.07922334,47.82697937,10499.09195,0.11,141.55,DoS-TCP_Flood
4.92E-06,234.76,16.89,64,6096.372093,6096.372093,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2261,190,722,262.7367104,166.7956497,190,83007391.38,9.5,21.24906961,236.0965956,157108.7321,0.19,141.55,DoS-UDP_Flood
0.004257669,9.34,1.05,63.85,27.43010216,27.43010216,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.09,0,0,0,0,0,0,0,0,0,0,0,1,1,1,445.8,42.24,46.8,42.86345752,1.429676997,42.24,83124694.57,9.5,9.254441655,2.023685105,11.54268236,0.19,141.55,DDoS-ICMP_Flood
0,54,6,64,1.1998743,1.1998743,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83331850.89,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,54,6,64,233.3734316,233.3734316,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83094393.77,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
0,0.75,1.13,62.08,0.913675007,0.913675007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9165.3,234.13,1467.92,852.4462291,555.681473,891.51,83253625.29,9.5,41.12627263,785.6401306,325174.4167,0.95,141.55,DDoS-ICMP_Fragmentation
0,54,6,64,1.306411191,1.306411191,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83345086.76,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
3.307594259,1762473.44,16.83,63.36,962.5599827,962.5599827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5747.84,484.84,554,548.3301661,18.67266782,549.06,83759206.83,9.5,33.11226787,26.44452981,2550.973705,0.14,141.55,Mirai-udpplain
0,54,6,64,98.92148647,98.92148647,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82972690.29,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
0,54.58,6,65.72,3.956813576,3.956813576,0,0,1,0,0,0,0,0,0,0.99,0,0.01,0.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.16,54,55.16,54.05952632,0.255920259,54.58,83089850.61,9.5,10.39809888,0.366315789,3.35468144,0.02,141.55,DDoS-SYN_Flood
0,0,1,64,50.45157139,50.45157139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83149512.07,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,54,6,64,7.29584381,7.29584381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83033839.66,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0.024209895,25275,17,64,20868.31776,20868.31776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83015387.91,9.5,10,0,0,0,141.55,DoS-UDP_Flood
0,0,1,64,2.84243487,2.84243487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83132291.48,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
6.96009578,108,6,64,0.287361548,0.287361548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82946613.12,9.5,10.39230485,0,0,0,141.55,DoS-TCP_Flood
0,54,6,64,0.999963523,0.999963523,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83348279.76,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
1.681200519,112.32,6,64,1.238228066,1.238228066,0,0,1,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83361849.99,9.5,10.39230485,0,0,0,141.55,DDoS-SynonymousIP_Flood
17.46110439,23479.4,7.6,75.1,11.96417494,11.96417494,0,0,0,0,0,1,0,0,0,0,0,104.2,207.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,664.4,61.6,213.6,121.2431746,58.06580054,106.8,0.034171605,5.5,15.49312801,82.11744264,3789.67646,0.9,38.5,BenignTraffic
0,54,6,64,19.90049525,19.90049525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83067241.72,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0,54,6,64,63.74322188,63.74322188,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82985567.83,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
0.069595942,19005,17,64,9773.353761,9773.353761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83495203.51,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0.006985857,3775,17,64,10453.38728,10453.38728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83106477.59,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
1.476124976,98.82,6,64,1.124573145,1.124573145,0,0,1,0,0,0,0,0,0,1.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83362399.59,9.5,10.39230485,0,0,0,141.55,DDoS-SynonymousIP_Flood
0,54.08,6.11,63.84,1.086661376,1.086661376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.96,54,54.96,54.0703906,0.2479397,54.08,83037121.85,9.5,10.39907889,0.351245188,0.520641804,0.12,141.55,DDoS-TCP_Flood
0,2.3,1.15,63.36,2.021915513,2.021915513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,458.92,42,59.92,43.20230762,4.431152049,44.06,83149556.58,9.5,9.290233836,6.282186998,168.9536344,0.24,141.55,DDoS-ICMP_Flood
0.80371659,23075.44,6.66,64.64,77.31051024,77.31051024,0,0,0,0,0,0,0,0,0.02,0.04,0,0.07,0.17,0,0,0,0,0,0,0,1,0,0,0,0,1,1,653.11,53.88,116.38,58.9113575,15.1897749,70.73,82942720.25,9.5,10.76337436,21.55793274,3717.436478,0.1,141.55,DoS-TCP_Flood
0.189010868,21678,16.84,65.91,2711.95663,2711.95663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525.8,50,50.8,50.04340213,0.181119473,50.2,83102221.27,9.5,10.00436893,0.25765537,0.830221797,0.04,141.55,DDoS-UDP_Flood
0.00867749,11075,17,64,25536.68462,25536.68462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83028574.36,9.5,10,0,0,0,141.55,DoS-UDP_Flood
0,0,1,64,49.05884468,49.05884468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83124527.55,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0.090534489,43895,17,64,9722.165656,9722.165656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83106430.01,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0.318134737,951.4,6,64,19.9588058,19.9588058,0,0,0,0,0,1,0,0,0.5,1.8,0.1,1,5.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1376.2,54,254.8,89.01100101,67.50464358,85.6,166430726.4,13.5,13.34961966,95.68472079,4598.798129,1,244.6,Recon-OSScan
2.159541845,131.76,6,64,14.40632454,14.40632454,0,0,1,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83365353.33,9.5,10.39230485,0,0,0,141.55,DDoS-SynonymousIP_Flood
0,172.03,6.11,64,18.27980102,18.27980102,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1821.15,168.15,174,173.6788747,1.331174008,172.03,83064023.35,9.5,18.63996965,1.581685347,25.04197816,0.05,141.55,DDoS-TCP_Flood
0,54,6,64,0.39740344,0.39740344,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83348391.67,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,25.58984778,25.58984778,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83361113.67,9.5,10.39230485,0,0,0,141.55,DDoS-SynonymousIP_Flood
0,54,6,64,4.625053077,4.625053077,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83037266.55,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0,54,6,64,1.709396025,1.709396025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82946372.04,9.5,10.39230485,0,0,0,141.55,DoS-TCP_Flood
0,54,6,64,9.694338445,9.694338445,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83332049.68,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,54,6,64,118.8003002,118.8003002,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83343896.43,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,8.780480861,8.780480861,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83345059.34,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
